School Name,School Type,Address,Postcode,Phone #,LGA Name
Warrandyte High School,Secondary,241-247 Heidelberg-Warrandyte Rd,3113,03 9844 2749,Manningham (C)
Wellington Secondary College,Secondary,91 Police Road,3170,03 9547 6822,Monash (C)
Werribee Secondary College,Secondary,45 Duncans Road,3030,03 9741 1822,Wyndham (C)
Bairnsdale Secondary College,Secondary,90 Mckean Street,3875,03 5150 4800,East Gippsland (S)
Westall Secondary College,Secondary,88-128 Rosebank Avenue,3169,03 9546 3233,Kingston (C)
Wheelers Hill Secondary College,Secondary,2-28 Raphael Drive,3150,03 9561 5811,Monash (C)
Williamstown High School,Secondary,76 Pasco Street,3016,03 9397 1899,Hobsons Bay (C)
Wodonga Senior Secondary College,Secondary,80 Brockley Street,3690,02 6043 7500,Wodonga (C)
Yarram Secondary College,Secondary,86 James Street,3971,03 5182 5522,Wellington (S)
Woodmans Hill Secondary College,Secondary,1 Fussell Street,3350,03 5336 7264,Ballarat (C)
Yea High School,Secondary,67 Racecourse Rd,3717,03 5797 2207,Murrindindi (S)
Glen Eira College,Secondary,76 Booran Road,3145,03 9571 7838,Glen Eira (C)
Craigieburn Secondary College,Secondary,102 Hothlyn Drive,3064,03 9308 1144,Hume (C)
Emerald Secondary College,Secondary,425 Belgrave-gembrook Rd,3782,03 5968 5388,Cardinia (S)
Reservoir High School,Secondary,855 Plenty Road,3073,03 9466 0900,Darebin (C)
Hampton Park Secondary College,Secondary,58 - 96 Fordholm Road,3976,03 8795 9400,Casey (C)
Hoppers Crossing Secondary College,Secondary,2 Fraser Street,3029,03 9974 7777,Wyndham (C)
Keilor Downs Secondary College,Secondary,100-110 Odessa Avenue,3038,03 9365 8000,Brimbank (C)
Kurnai College,Secondary,Bridle Road,3840,03 5165 0600,Latrobe (C)
Kurunjang Secondary College,Secondary,Kurunjang Drive,3337,03 9743 9211,Melton (C)
Lakes Entrance Secondary College,Secondary,1-11 North Street,3909,03 5155 2982,East Gippsland (S)
Elisabeth Murdoch College,Secondary,80 Warrandyte Road,3910,03 9788 2600,Frankston (C)
Sunbury Downs Secondary College,Secondary,148-174 Mitchells Lane,3429,03 9744 0500,Hume (C)
Forest Hill College,Secondary,178-180 Mahoneys Road,3151,03 9814 9444,Whitehorse (C)
Patterson River Secondary College,Secondary,78 - 98 Eel Race Road,3198,03 8770 6700,Frankston (C)
St Helena Secondary College,Secondary,Wallowa Road,3095,03 9438 8500,Banyule (C)
Stawell Secondary College,Secondary,79-97 Patrick Street,3380,03 5358 1700,Northern Grampians (S)
Rowville Secondary College,Secondary,17 Paratea Drive,3178,03 9755 4555,Knox (C)
Wonthaggi Secondary College,Secondary,75 Mcbride Avenue,3995,03 5671 3700,Bass Coast (S)
Sandringham College,Secondary,11 Holloway Road,3191,03 8599 0500,Bayside (C)
Fitzroy High School,Secondary,Falconer Street,3068,03 9488 1900,Yarra (C)
Ashwood High School,Secondary,50 Vannam Drive,3147,03 9807 1333,Monash (C)
Mullauna Secondary College,Secondary,456 Springfield Road,3132,03 9874 3422,Whitehorse (C)
Leongatha Secondary College,Secondary,115 Nerrena Road,3953,03 5662 4333,South Gippsland (S)
Diamond Valley College,Secondary,165-179 Main Hurstbridge Road,3089,03 9438 1411,Nillumbik (S)
Blackburn English Language School,Language,120 Eley Road,3151,03 9803 4022,Whitehorse (C)
Collingwood English Language School,Language,19 Cambridge Street,3066,03 9419 7633,Yarra (C)
Noble Park English Language School,Language,21-35 Thomas Street,3174,03 9546 9578,Greater Dandenong (C)
Greensborough Secondary College,Secondary,Nell Street,3088,03 9433 2666,Banyule (C)
Ararat Secondary College,Secondary,4-30 Barkly Street,3377,03 5352 4177,Ararat (RC)
Mill Park Secondary College,Secondary,9 - 25 Moorhead Drive,3082,03 9407 9700,Whittlesea (C)
Bacchus Marsh College,Secondary,73 Grant Street,3340,03 5367 2955,Moorabool (S)
The Grange P-12 College,Pri/Sec,30 Deloraine Drive,3029,03 9748 9166,Wyndham (C)
Springside West Secondary College,Secondary,70 City Vista Court,3336,03 8357 7100,Melton (C)
Taylors Lakes Secondary College,Secondary,1-39 Parmelia Drive,3038,03 9390 3130,Brimbank (C)
Sunshine College,Secondary,Graham Street,3020,03 8311 5200,Brimbank (C)
Wallan Secondary College,Secondary,100 Duke Street,3756,03 5783 0300,Mitchell (S)
Thornbury High School,Secondary,238 Collins Street,3071,03 9480 4066,Darebin (C)
Portland Secondary College,Secondary,Must Street,3305,03 5523 1344,Glenelg (S)
Copperfield College,Secondary,Goldsmith Avenue,3037,03 9307 5555,Brimbank (C)
Bayside P-12 College,Pri/Sec,29-69 Kororoit Creek Road,3016,03 9393 5800,Hobsons Bay (C)
South Oakleigh Secondary College,Secondary,Bakers Road,3167,03 9579 2322,Monash (C)
Swan Hill College,Secondary,10 - 32 Pye Street,3585,03 5036 4900,Swan Hill (RC)
Traralgon College,Secondary,154-184 Grey Street,3844,03 5176 2240,Latrobe (C)
Mornington Secondary College,Secondary,1051 Nepean Highway,3931,03 5970 0200,Mornington Peninsula (S)
Essendon Keilor College,Secondary,Quinn Grove,3033,03 8331 0100,Moonee Valley (C)
Brunswick Secondary College,Secondary,47 Dawson Street,3056,03 9387 6133,Moreland (C)
Glen Waverley Secondary College,Secondary,13-21 O'Sullivan Road,3150,03 8805 6700,Monash (C)
Monterey Secondary College,Secondary,Silvertop Street,3200,03 9781 7700,Frankston (C)
Warrnambool College,Secondary,Grafton Road,3280,03 5564 4444,Warrnambool (C)
Viewbank College,Secondary,Warren Road,3084,03 9458 2811,Banyule (C)
Noble Park Secondary College,Secondary,3 Callaghan Street,3174,03 9546 9066,Greater Dandenong (C)
Baimbridge College,Secondary,59 Mt Baimbridge Rd,3300,03 5572 2788,Southern Grampians (S)
Yarra Hills Secondary College,Secondary,16 Reay Road,3138,03 9839 8800,Yarra Ranges (S)
Heathmont College,Secondary,Waters Grove,3135,03 9871 4888,Maroondah (C)
Horsham College,Secondary,310 Baillie Street,3402,03 5381 7100,Horsham (RC)
Melbourne Girls College,Secondary,Yarra Boulevard,3121,03 9428 8955,Yarra (C)
Western Heights Secondary College,Secondary,37-61 Vines Road,3215,03 5277 1177,Greater Geelong (C)
Lowanna College,Secondary,72-96 Newark Avenue,3825,03 5127 9200,Latrobe (C)
Templestowe College,Secondary,7 Cypress Avenue,3107,03 9850 6333,Manningham (C)
Castlemaine Secondary College,Secondary,Etty Street,3450,03 5479 1111,Mount Alexander (S)
Warragul Regional College,Secondary,55 Burke Street,3820,03 5623 9900,Baw Baw (S)
Mount Rowan Secondary College,Secondary,Cnr Forest St And Giot Dve,3355,03 5336 7804,Ballarat (C)
Charlton College,Pri/Sec,33 - 49 Davies Street,3525,03 5491 1280,Buloke (S)
Wycheproof P-12 College,Pri/Sec,McKenzie Crescent,3527,03 5493 7409,Buloke (S)
Birchip P-12 School,Pri/Sec,43-47 Campbell Street,3483,03 5492 2287,Buloke (S)
Nhill College,Pri/Sec,Whitehead Avenue,3418,03 5391 2111,Hindmarsh (S)
Sale College,Secondary,73-81 Macalister Street,3850,03 5144 1711,Wellington (S)
McClelland Secondary College,Secondary,31 Belar Avenue,3199,03 9789 4544,Frankston (C)
Footscray City College,Secondary,1 Kinnear Street,3011,03 8387 1500,Maribyrnong (C)
Western English Language School,Language,46 South Road,3019,03 9311 9325,Maribyrnong (C)
Narre Warren South P-12 College,Pri/Sec,Amberly Park Drive,3805,03 9704 3333,Casey (C)
Lara Secondary College,Secondary,34 Alkara Avenue,3212,03 5282 8988,Greater Geelong (C)
Kaniva College,Pri/Sec,2 Farmers Street,3419,03 5392 2494,West Wimmera (S)
Corryong College,Pri/Sec,27-45 Towong Road,3707,02 6076 1566,Towong (S)
Maryborough Education Centre,Pri/Sec,102 - 192 Balaclava Road,3465,03 5461 7900,Central Goldfields (S)
The Lakes South Morang P-9 School,Pri/Sec,80 Jardier Terrace,3752,03 9401 3919,Whittlesea (C)
Point Cook Senior Secondary College,Secondary,Cnr Boardwalk Blvd & Bergamot,3030,03 9395 9271,Wyndham (C)
Manor Lakes P-12 College,Pri/Sec,2-50 Minindee Road,3024,03 9741 4202,Wyndham (C)
Coburg High School,Secondary,101 Urquhart Street,3058,03 9353 1700,Moreland (C)
Wodonga Middle Years College,Pri/Sec,22-24 Mitchell Street,3690,02 6057 9000,Wodonga (C)
Mount Ridley P-12 College,Pri/Sec,2-30 Hampton Street,3064,03 8338 3600,Hume (C)
Tarneit Senior College,Secondary,861 Leakes Road,3029,03 9749 0246,Wyndham (C)
Echuca College,Secondary,20 - 50 Butcher Street,3564,03 5482 1133,Campaspe (S)
John Monash Science School,Secondary,39 Innovation Walk,3800,03 9905 1002,Monash (C)
Altona College,Pri/Sec,103 A Grieve Parade,3018,03 9250 8050,Hobsons Bay (C)
Dandenong High School,Secondary,92-106 Princes Highway,3175,03 9792 0561,Greater Dandenong (C)
Bass Coast Specialist School,Special,6 Mckenzie Street,3995,03 5672 4474,Bass Coast (S)
Laverton P-12 College,Pri/Sec,91 Bladin Street,3028,03 9369 1833,Hobsons Bay (C)
Hume Central Secondary College,Secondary,60-78 Tanderrum Way,3047,03 9066 3600,Hume (C)
Colac Secondary College,Secondary,173 Queen Street,3250,03 5231 9800,Colac-Otway (S)
Nossal High School,Secondary,100 Clyde Road,3806,03 8762 4600,Casey (C)
Suzanne Cory High School,Secondary,225 Hoppers Lane,3030,03 8734 2800,Wyndham (C)
Keysborough Secondary College,Secondary,8-20 Janine Road,3172,03 9546 4144,Greater Dandenong (C)
Hallam Senior Secondary College,Secondary,74-84 Frawley Road,3803,03 9703 1266,Casey (C)
Gleneagles Secondary College,Secondary,58 Reema Boulevard,3802,03 9708 1319,Casey (C)
Fountain Gate Secondary College,Secondary,45 Josephine Avenue,3805,03 8762 6839,Casey (C)
Balmoral K-12 Community College,Pri/Sec,Harrow Balmoral Road,3407,03 5570 1247,Southern Grampians (S)
Myrtleford P-12 College,Pri/Sec,Prince Street,3737,03 5752 1174,Alpine (S)
Alkira Secondary College,Secondary,15 Nurture Avenue,3977,03 5991 3500,Casey (C)
Somerville Secondary College,Secondary,37 Graf Road,3912,03 5973 1000,Mornington Peninsula (S)
Tarneit Rise Primary School,Primary,51-71 Hummingbird Boulevard,3029,03 7002 6580,Wyndham (C)
Boort District P-12 School,Pri/Sec,9 - 27 Malone Street,3537,03 5455 2201,Loddon (S)
Yarrawonga College P-12,Pri/Sec,2-24 Pinniger Street,3730,03 5744 1751,Moira (S)
Seymour College,Pri/Sec,29-47 Stewart Street,3660,03 5771 1300,Mitchell (S)
Merbein P-10 College,Pri/Sec,188-206 Commercial Street,3505,03 5025 2501,Mildura (RC)
Albert Park College,Secondary,83 Danks Street,3206,03 8695 9000,Port Phillip (C)
Charles La Trobe P-12 College,Pri/Sec,235 Kingsbury Drive,3085,03 9223 1400,Darebin (C)
Victoria University Secondary College,Secondary,5A Jamieson Street,3021,03 8312 0200,Brimbank (C)
Swifts Creek P-12 School,Pri/Sec,6840 Great Alpine Road,3896,03 5159 4366,East Gippsland (S)
Glenroy Secondary College,Secondary,120 Glenroy Road,3046,03 9304 0400,Moreland (C)
John Fawkner Secondary College,Secondary,51 Jukes Road,3060,03 9359 1166,Moreland (C)
William Ruthven Secondary College,Secondary,60 Merrilands Road,3073,03 9462 2177,Darebin (C)
Mernda Central P-12 College,Pri/Sec,70 Breadalbane Avenue,3754,03 8776 9600,Whittlesea (C)
Cranbourne East Secondary College,Secondary,50 Stately Drive,3977,03 5990 0200,Casey (C)
Featherbrook P-9 College,Pri/Sec,281 Boardwalk Boulevard,3030,03 8366 7500,Wyndham (C)
Phoenix P-12 Community College,Pri/Sec,53 - 71 Hertford Street,3356,03 5329 3293,Ballarat (C)
Northern Bay P-12 College,Pri/Sec,3-25 Goldsworthy Road,3214,03 5224 9700,Greater Geelong (C)
Surf Coast Secondary College,Secondary,75 White Street,3228,03 5261 6633,Surf Coast (S)
Hopetoun P-12 College,Pri/Sec,1 Dodgshun Street,3396,03 5083 3203,Yarriambiack (S)
Doveton College,Pri/Sec,62 Tristania Street,3177,03 8765 0111,Casey (C)
Officer Secondary College,Secondary,1 Parker Street,3809,03 5942 4000,Cardinia (S)
Brookside P-9 College,Pri/Sec,13 -16 Federation Way,3023,03 7379 1555,Melton (C)
Creekside K-9 College,Pri/Sec,9 The Crossing,3023,03 8363 6400,Melton (C)
Lakeview Senior College,Secondary,College Street,3023,03 9219 3100,Melton (C)
Springside P-9 College,Pri/Sec,22 Becca Way,3023,03 9449 6400,Melton (C)
Melba Secondary College,Secondary,Brentnall Road,3136,03 9870 4551,Maroondah (C)
Boronia K-12 College,Pri/Sec,35-37 Albert Avenue,3155,03 9760 4900,Knox (C)
Tarneit P-9 College,Pri/Sec,21-23 Brinbrook Street,3029,03 9749 0506,Wyndham (C)
Benalla P-12 College,Pri/Sec,20 Faithfull Street,3672,03 5761 2777,Benalla (RC)
Parkville College,Special,900-930 Park Street,3052,03 5421 3100,Melbourne (C)
Wesley College,Pri/Sec,577 St Kilda Road,3004,03 8102 6100,Melbourne (C)
Korowa Anglican Girls' School,Pri/Sec,10 - 16 Ranfurlie Crescent,3146,03 9811 0200,Stonnington (C)
Parade College,Secondary,1436 Plenty Road,3083,03 9468 3300,Banyule (C)
Simonds Catholic College,Secondary,273 Victoria Street,3003,03 9321 9200,Melbourne (C)
Christian Brothers' College St Kilda,Secondary,11 Westbury Street,3183,03 9529 6611,Port Phillip (C)
St Patrick's College Ballarat,Secondary,1431 Sturt Street,3350,03 5331 1688,Ballarat (C)
St Patrick's School,Primary,119 Drummond Street South,3350,03 5332 7680,Ballarat (C)
St Alipius' Parish School,Primary,106-108 Victoria Street,3350,03 5331 1816,Ballarat (C)
Emmanuel College Inc.,Secondary,37 Ardlie Street,3280,03 5560 0888,Warrnambool (C)
Loreto College,Secondary,1600 Sturt Street,3350,03 5329 6100,Ballarat (C)
St Mary's School,Primary,39 Malcolm Street,3722,03 5775 2670,Mansfield (S)
Sacred Heart School,Primary,20 Newcastle Street,3015,03 9391 6262,Hobsons Bay (C)
St Mary's School,Primary,118 Cecil Street,3016,03 9397 7926,Hobsons Bay (C)
Ruyton Girls' School,Pri/Sec,12 Selbourne Road,3101,03 9819 2422,Boroondara (C)
Caulfield Grammar School,Pri/Sec,217 Glen Eira Road,3183,03 9524 6300,Glen Eira (C)
St Michael's School,Primary,8-14 Brougham Street,3051,03 9329 9206,Melbourne (C)
St Patrick's School,Primary,Ovens Street,3677,03 5721 5795,Wangaratta (RC)
Presentation College Windsor,Secondary,187 Dandenong Road,3181,03 8517 2777,Stonnington (C)
St Mary's School,Primary,214 Dandenong Road,3183,03 9510 7420,Port Phillip (C)
Assumption College,Secondary,Sutherland Street,3764,03 5782 1422,Mitchell (S)
St Brendan's School,Primary,103 Wellington Street,3031,03 9376 0249,Moonee Valley (C)
Catherine McAuley College,Secondary,164 Barkly Street,3550,03 5445 9100,Greater Bendigo (C)
Highview College,Secondary,21 Kars Street,3465,03 5459 1000,Central Goldfields (S)
St Augustine's School,Primary,58 Burke Street,3465,03 5460 4440,Central Goldfields (S)
St Mary's School,Primary,5 Hope Avenue,3875,03 5152 3706,East Gippsland (S)
St Aloysius' School,Primary,800 Ripon Street South,3350,03 5335 8177,Ballarat (C)
St Joseph's School,Primary,571 Glenferrie Road,3122,03 9818 7570,Boroondara (C)
Sacre Coeur,Pri/Sec,172 Burke Road,3146,03 9835 2700,Stonnington (C)
St Joseph's School,Primary,39 James Street,3070,03 9481 7166,Darebin (C)
Sacred Heart School,Primary,1 Clifton Grove,3072,03 9487 1001,Darebin (C)
Sacred Heart School,Primary,4 Wilson Street,3840,03 5134 3718,Latrobe (C)
St Michael's School,Primary,Church Street,3844,03 5174 3295,Latrobe (C)
St Brendan's School,Primary,143 - 149 Knight Street,3630,03 5821 1926,Greater Shepparton (C)
St Mary's College,Pri/Sec,90 High Street,3660,03 5792 2611,Mitchell (S)
St Mary's School,Primary,134 Woods Street,3480,03 5497 1116,Buloke (S)
St Mary's Primary School,Primary,11 Pearson Street,3850,03 5144 1780,Wellington (S)
St Patrick's Primary School,Primary,1 Conway Street,3764,03 5782 1579,Mitchell (S)
St Brigid's School,Primary,96 Inglis Street,3342,03 5368 1015,Moorabool (S)
St Patrick's School,Primary,1564 Old Melbourne Road,3345,03 5368 9495,Moorabool (S)
St Mary's School,Primary,2 Raglan Street,3435,03 5429 1359,Macedon Ranges (S)
St Augustine's School,Primary,119 Napier Street,3363,03 5345 2106,Hepburn (S)
Tarrington Lutheran School,Primary,7901 Hamilton Highway,3301,03 5572 3897,Southern Grampians (S)
St Monica's School,Primary,91 High Street,3555,03 5447 7832,Greater Bendigo (C)
St Joseph's School,Primary,17 Wedge Street,3672,03 5762 1347,Benalla (RC)
St Brendan's Primary School,Primary,1 Ti Tree Road,3352,03 5334 7604,Moorabool (S)
Sacred Heart College,Secondary,Retreat Road,3220,03 5221 4211,Greater Geelong (C)
St Patrick's School,Primary,Wattle Street,3478,03 5495 1038,Northern Grampians (S)
St Joseph's College Mildura,Secondary,154 Twelfth Street,3500,03 5018 8000,Mildura (RC)
Star of the Sea College,Secondary,80 Martin Street,3186,03 9596 6099,Bayside (C)
St James' School,Primary,6 St James Close,3186,03 9596 4766,Bayside (C)
St Peter's School,Primary,842 Centre Road,3165,03 9579 5068,Glen Eira (C)
Methodist Ladies' College,Pri/Sec,207 Barkers Road,3101,03 9274 6333,Boroondara (C)
St Liborius' School,Primary,379 Eaglehawk Road,3556,03 5446 9172,Greater Bendigo (C)
Damascus College,Secondary,1412 Geelong Road,3350,03 5337 2222,Ballarat (C)
Ballarat Clarendon College,Pri/Sec,1425 Sturt Street,3350,03 5330 8200,Ballarat (C)
St Mary's School,Primary,84 Templeton Street,3450,03 5472 2270,Mount Alexander (S)
Sacred Heart College,Secondary,94 High Street,3444,03 5421 1200,Macedon Ranges (S)
St Ambrose's School,Primary,14 - 17 Templeton Street,3442,03 5427 1285,Macedon Ranges (S)
St Joseph's School,Primary,Watson Street,3525,03 5491 1343,Buloke (S)
Sacred Heart School,Primary,69-75 Hogan Street,3616,03 5824 1841,Greater Shepparton (C)
Christ Church Grammar School,Primary,677 Punt Road,3141,03 9866 3540,Melbourne (C)
St Paul's School,Primary,562 Sydney Road,3058,03 9354 8970,Moreland (C)
St Andrew's School,Primary,110 Greaves Street North,3030,03 9741 3686,Wyndham (C)
St Brigid's School,Primary,68 Aitken Street,3437,03 5428 2220,Macedon Ranges (S)
Our Lady of Mount Carmel School,Primary,53 Macedon Street,3429,03 9740 7344,Hume (C)
St Joseph's School,Primary,142 North Road,3683,03 5726 1388,Indigo (S)
St Mary's School,Primary,High Street,3685,02 6032 9284,Indigo (S)
St Mary's School,Primary,87 Southey Street,3517,03 5438 3075,Loddon (S)
FCJ College,Secondary,Arundel Streets,3672,03 5762 1222,Benalla (RC)
Fintona Girls' School,Pri/Sec,79 Balwyn Road,3103,03 9830 1388,Boroondara (C)
St Patrick's School,Primary,136 Princes Highway,3810,03 5940 2888,Cardinia (S)
Lauriston Girls' School,Pri/Sec,38 Huntingtower Road,3143,03 9864 7555,Stonnington (C)
Sacred Heart Primary School,Primary,62 Orr Street,3730,03 5744 3339,Moira (S)
Xavier College,Pri/Sec,135 Barkers Road,3101,03 9854 5411,Boroondara (C)
St Joseph's School,Primary,11 Martin Street,3289,03 5576 5438,Southern Grampians (S)
Marian College,Secondary,304 Barkly Street,3377,03 5352 3861,Ararat (RC)
Sacred Heart School,Primary,39 Robertson Street,3311,03 5581 1131,Glenelg (S)
St Bernard's School,Primary,Gisborne Road,3340,03 5366 5800,Moorabool (S)
St Patrick's School,Primary,Queen Street,3282,03 5565 8208,Moyne (S)
Geelong Grammar School,Pri/Sec,50 Biddlecombe Avenue,3214,03 5273 9200,Greater Geelong (C)
Trinity Grammar School Kew,Pri/Sec,40 Charles Street,3101,03 9854 3600,Boroondara (C)
Academy of Mary Immaculate,Secondary,88 Nicholson Street,3065,03 9412 7100,Yarra (C)
Sacred Heart School,Primary,107 King William Street,3065,03 9419 3528,Yarra (C)
Mount Lilydale Mercy College,Secondary,120 Anderson Street,3140,03 9735 4022,Yarra Ranges (S)
